id,full_name,city,age,email
275,Daniel Brown  ,los angeles,28,daniel.brown@sample.net
645,Emma Wilson,CHICAGO,29,emma.wilson@sample.net
878, John Garcia  ,houston,55,john.garcia@demo.com
918,  James Moore,san diego,30,JAMES.MOORE@DEMO.COM
444,  Daniel Wilson,new york,,daniel.wilson@try.org
175,  Olivia Lopez  ,HOUSTON,25,olivia.lopez@demo.com
254,John Taylor ,Chicago,48,JOHN.TAYLOR@DEMO.COM
680,  Sophia Lopez ,san diego,37,   
885,Alex Taylor ,houston,49,alex.taylor@sample.net
146, Chris Martinez ,los angeles,32,chris.martinez@demo.com
931,  Emma Davis ,PHILADELPHIA,,EMMA.DAVIS@TRY.ORG
741,Daniel Taylor,Philadelphia,60,DANIEL.TAYLOR@SAMPLE.NET
189,Emma Garcia  ,San diego,28,EMMA.GARCIA@TRY.ORG
804,,Chicago,51,SOPHIA.MOORE@TRY.ORG
745,Chris Wilson  ,new york,57,chris.wilson@try.org
676, Emma Thomas  ,CHICAGO,49,emma.thomas@demo.com
721,  Maria Anderson  ,Chicago,27,
220,,PHOENIX,32,olivia.taylor@sample.net
816,Maria Martinez ,SAN DIEGO,24,maria.martinez@demo.com
288,  Emma Davis  ,phoenix,29,emma.davis@try.org
585,  Chris Lopez,san antonio,20,chris.lopez@demo.com
369,John Moore ,San diego,43,   
558,  Olivia Lopez,San diego,65,OLIVIA.LOPEZ@DEMO.COM
327,  Linda Thomas  ,    ,27,linda.thomas@sample.net
868,  ,CHICAGO,31,daniel.brown@demo.com
699, John Lopez,Chicago,20,   
741, Maria Moore,PHILADELPHIA,58,MARIA.MOORE@DEMO.COM
84, James Taylor,SAN DIEGO,41,james.taylor@try.org
277,Chris Brown,PHILADELPHIA,48,chris.brown@sample.net
435,  Alex Taylor,los angeles,42,
510,  Chris Anderson  ,PHOENIX,62,chris.anderson@sample.net
384,  John Wilson ,philadelphia,29,john.wilson@demo.com
123,  Sophia Taylor ,san diego,26,sophia.taylor@sample.net
559,  Sophia Martinez  ,SAN DIEGO,,sophia.martinez@try.org
785,Chris Garcia,Phoenix,44,chris.garcia@demo.com
626, John Lopez,los angeles,39,john.lopez@try.org
158,Daniel Moore ,    ,58,daniel.moore@sample.net
745,  Alex Thomas ,houston,31,alex.thomas@sample.net
864, Chris Brown  ,chicago,,CHRIS.BROWN@DEMO.COM
282,    ,   ,19,alex.anderson@sample.net
430, Emma Martinez,NEW YORK,20,
437,  James Garcia  ,philadelphia,55,james.garcia@demo.com
354,Daniel Brown ,new york,37,
340,,new york,47,EMMA.BROWN@DEMO.COM
948,Linda Brown,philadelphia,22,linda.brown@sample.net
814, Emma Wilson ,CHICAGO,61,EMMA.WILSON@SAMPLE.NET
